age,monthly_income,employment_status,num_loans,num_defaults,num_paid_loans,on_time_payment_rate,num_vouches,num_savings,total_saved,is_verified,num_mobile_accounts,loan_amount,loan_duration_days,target
59,107091,1,1,1,0,0.65,5,7,163016,1,1,368944,30,0
29,349197,0,1,0,1,0.63,7,9,84686,1,2,81170,30,0
20,36538,0,10,0,10,0.92,2,3,39812,1,0,284554,60,0
36,358893,2,2,0,2,0.51,3,3,150929,0,2,270023,90,0
35,140345,1,0,0,0,0.57,1,7,95399,1,0,131878,30,0
45,153207,2,8,2,6,0.88,2,16,115821,1,1,163279,180,1
41,135065,3,4,2,2,0.95,4,8,21382,0,0,157866,60,0
28,21460,2,6,0,6,0.65,1,14,2401,0,0,297014,90,1
37,236945,3,6,1,5,0.53,0,4,197992,0,1,407702,30,0
20,292988,1,7,1,6,0.57,7,9,78297,0,0,320008,90,0
59,478450,0,6,3,3,0.62,3,16,179101,0,2,419823,60,1
50,32424,3,6,3,3,0.67,3,19,154129,0,2,123818,180,0
65,428223,0,10,1,9,0.79,4,12,78540,1,1,231231,60,0
40,479164,1,6,0,6,0.67,3,16,28209,1,1,158287,90,0
28,66650,2,3,3,0,0.87,6,15,112178,1,1,144829,180,0
65,374452,1,9,0,9,0.91,2,6,141445,1,1,19822,60,1
62,292586,0,2,1,1,0.91,3,6,16342,0,1,175187,180,0
48,279720,1,9,1,8,0.7,2,8,69331,0,2,288978,60,0
63,456699,1,4,2,2,0.55,6,2,39471,1,2,438408,30,0
61,122047,3,6,3,3,0.7,7,16,13737,1,0,326763,180,0
25,341263,2,4,1,3,0.68,1,0,51338,1,0,196627,30,0
54,53750,2,2,2,0,0.64,5,9,18930,0,0,300161,30,0
23,87964,2,2,0,2,0.9,1,11,149519,1,2,168699,60,1
21,348417,2,0,0,0,0.64,2,17,78875,1,1,213814,30,0
41,249989,0,9,3,6,0.9,2,4,10569,0,2,244754,180,0
35,358346,0,2,2,0,0.92,5,17,69805,1,2,439362,30,0
51,360324,0,3,3,0,0.99,5,2,90515,0,0,169576,60,0
41,70849,0,9,3,6,0.78,6,17,170212,0,1,312971,180,0
48,355785,1,6,2,4,0.88,1,0,86089,1,1,25169,60,0
22,270966,2,1,1,0,0.54,4,11,79592,0,0,169413,30,0
38,368247,2,6,0,6,0.84,3,20,142075,1,2,22604,90,1
47,218334,3,1,0,1,0.83,7,10,195510,0,2,39925,30,1
44,122762,3,0,0,0,0.88,6,1,59053,1,0,317189,180,1
53,93677,2,9,1,8,0.93,2,1,124661,0,2,274394,30,0
65,68399,0,6,2,4,0.86,1,18,189636,1,0,384457,90,0
51,295107,0,9,1,8,0.79,7,17,53925,1,1,193905,180,0
54,457751,3,0,0,0,0.6,5,19,85745,0,2,116373,30,0
53,233391,3,4,2,2,0.75,1,20,15882,0,0,233943,30,0
19,108532,0,4,0,4,0.6,5,14,58962,0,2,219977,180,0
56,122932,1,8,2,6,0.91,5,19,133724,1,2,211956,30,1
53,35281,2,3,0,3,0.92,0,0,129209,1,1,436479,90,0
60,345135,0,0,0,0,0.65,5,19,52413,0,1,233174,180,0
50,113919,2,5,3,2,0.75,5,10,189935,0,2,36947,60,1
39,389236,0,5,0,5,0.91,3,18,167453,1,2,17264,30,1
61,409707,2,8,1,7,0.78,0,16,153809,0,0,482206,60,0
65,379862,2,4,0,4,0.66,1,19,182807,0,1,190235,180,1
27,217006,1,7,3,4,0.87,0,15,143626,1,1,343923,30,1
40,300744,2,8,3,5,0.97,4,5,98648,1,0,121708,90,0
58,211788,0,1,1,0,0.79,4,20,103965,1,0,409761,30,0
33,170608,2,2,1,1,0.58,1,15,185209,0,0,58339,90,0
21,21629,2,7,1,6,0.87,2,6,162075,1,0,306155,30,0
19,394822,1,9,3,6,0.77,6,9,108030,1,2,301296,60,0
46,401532,2,6,2,4,0.67,0,2,136596,1,1,157499,90,0
64,44785,3,2,1,1,0.76,7,1,114742,0,0,18232,60,0
33,35211,3,7,3,4,0.57,4,7,76747,1,1,48737,30,0
56,452672,3,5,1,4,0.58,2,18,109786,0,0,47312,90,1
33,216890,2,2,2,0,0.86,1,18,57891,0,2,93931,60,1
20,241555,2,3,3,0,0.86,1,0,27451,0,2,118922,90,0
27,447465,3,0,0,0,0.75,4,19,50152,1,0,480291,30,1
56,418137,3,2,1,1,0.78,6,15,49267,0,2,247861,30,1
25,149027,1,0,0,0,0.67,1,14,32997,0,1,306811,30,0
24,260395,3,7,0,7,0.62,2,3,126806,0,2,53582,90,1
51,333473,2,10,1,9,0.51,7,17,62384,1,2,442402,180,0
35,33326,1,5,3,2,0.62,6,13,58260,0,2,165735,60,0
48,424076,1,1,0,1,0.6,7,19,198809,1,0,313449,30,0
46,349124,3,4,3,1,0.79,6,0,131593,0,0,400762,90,0
49,146180,1,5,2,3,0.97,0,11,88107,1,2,80260,30,0
65,413819,0,5,0,5,0.54,7,14,172872,0,1,302377,180,1
19,304980,3,4,0,4,0.55,2,3,17327,1,0,418853,30,0
34,261838,1,3,2,1,0.98,4,13,98842,0,2,264477,90,0
50,217428,2,4,2,2,0.59,7,19,65582,0,1,181201,30,0
20,102583,0,5,3,2,0.67,6,6,103533,0,1,230023,90,0
27,328556,3,4,3,1,0.63,3,16,114344,1,1,236939,30,0
54,430929,0,8,1,7,0.55,2,13,84718,1,1,179017,30,0
61,444911,0,1,0,1,0.83,6,5,30617,1,0,133416,180,1
50,429681,3,4,1,3,0.92,0,10,117128,1,1,190611,60,0
29,467267,2,8,1,7,0.85,1,19,269,1,0,91654,60,0
39,310888,0,5,2,3,0.59,2,2,139806,1,1,460388,60,0
52,285020,1,8,0,8,0.71,1,17,140106,0,2,284683,60,0
31,449412,0,3,1,2,0.82,4,10,183119,1,1,447425,90,1
62,361255,1,2,1,1,0.84,5,13,98158,0,0,8799,90,0
53,224646,1,10,0,10,0.94,3,2,54040,0,1,237125,30,0
46,494414,1,0,0,0,0.71,4,18,41817,1,1,66429,90,1
42,441111,0,9,1,8,0.98,0,7,83481,1,2,245976,60,1
43,317419,0,3,1,2,0.52,3,4,95117,1,0,248318,90,0
32,50468,3,8,0,8,0.6,2,3,112919,1,2,145211,90,0
27,301167,3,1,1,0,0.97,1,19,170681,0,1,119261,90,0
29,83347,3,6,1,5,0.76,0,9,121077,1,2,132027,60,0
51,68085,0,9,3,6,0.51,5,19,39102,1,2,6957,180,0
60,474463,0,0,0,0,0.86,6,2,92215,1,2,432283,180,1
52,206043,3,8,3,5,0.56,0,17,72861,0,2,459273,180,1
30,485390,1,3,1,2,0.71,6,19,95373,1,1,299688,30,1
63,194912,3,9,2,7,0.64,7,18,81615,1,1,434584,30,0
19,306461,3,2,1,1,0.67,2,5,158055,0,2,178615,30,0
21,485754,1,7,1,6,0.61,1,8,198403,0,0,112678,90,0
64,36735,0,1,1,0,0.75,0,4,160979,0,0,346044,60,1
27,179693,2,9,3,6,0.87,2,11,195744,1,0,111779,90,0
51,315320,1,0,0,0,0.68,2,2,181898,0,0,279959,60,0
58,157738,0,10,0,10,0.59,0,13,66485,1,0,231417,60,0
36,336468,0,4,1,3,0.84,6,1,53904,1,1,354628,90,0
26,319226,1,5,0,5,0.75,6,18,100192,1,1,237559,60,1
18,349947,2,9,3,6,0.52,2,9,38350,0,2,260067,90,0
58,171139,2,8,3,5,0.99,0,16,198615,0,2,390335,180,0
50,355917,3,1,1,0,0.54,6,19,170235,1,0,473707,30,0
20,87535,3,0,0,0,0.59,1,9,104441,1,1,51433,30,1
41,358666,3,6,0,6,0.77,5,6,80524,1,2,382710,180,1
29,48065,3,7,3,4,0.99,5,8,16949,1,2,359936,90,1
60,121042,2,4,3,1,0.88,1,11,61632,1,0,356615,90,0
30,435221,0,0,0,0,0.72,0,18,22628,0,0,279863,30,0
25,20622,1,3,1,2,0.76,0,2,94418,0,2,222334,30,0
51,320598,1,10,0,10,0.75,7,8,96735,0,1,35826,90,0
21,383414,1,0,0,0,0.54,2,10,938,1,2,18760,90,1
23,97646,2,8,0,8,0.51,2,6,190185,0,1,272098,30,0
38,311511,3,7,1,6,0.9,1,14,86748,1,1,130225,180,0
37,415685,1,8,3,5,0.57,1,11,161282,0,2,22023,60,1
29,199497,3,10,0,10,0.87,6,4,97467,1,0,93639,90,1
53,51037,3,3,1,2,0.74,1,4,84938,1,2,391886,180,1
63,338900,1,3,2,1,0.83,6,5,34432,1,1,186782,90,0
18,193630,0,7,2,5,0.66,1,20,6892,0,2,303549,180,1
58,387925,3,1,0,1,0.98,1,20,194782,1,1,251602,90,1
47,264132,1,0,0,0,0.62,7,19,6805,0,1,310882,30,0
21,72569,2,4,2,2,0.69,5,9,97143,0,2,257517,60,0
47,300313,1,8,1,7,0.53,0,6,18580,1,1,245813,180,0
34,285661,2,2,2,0,0.88,1,13,65477,0,1,85164,90,0
25,437107,0,7,1,6,0.61,1,4,193022,0,1,329801,30,0
23,368636,0,5,1,4,0.74,1,0,122059,1,0,192041,30,1
19,245070,2,1,1,0,0.64,3,11,163468,0,1,84390,30,0
60,386371,0,9,2,7,0.63,4,9,79905,0,2,93463,30,1
50,326380,3,7,1,6,0.6,6,20,159937,0,0,12410,30,0
19,251235,3,6,0,6,0.8,0,9,196081,0,2,210912,60,0
63,157065,0,4,2,2,0.98,3,6,150780,1,2,106366,180,0
35,363621,1,10,3,7,0.56,7,20,31463,1,2,354462,180,0
61,97650,1,1,1,0,0.86,1,13,78074,0,1,53830,30,0
44,82754,0,8,2,6,0.51,6,8,198469,0,0,6041,180,0
62,340726,3,3,2,1,0.75,7,1,26303,0,0,308321,60,0
22,371174,1,7,2,5,0.69,2,15,91779,0,2,474663,60,0
55,119285,1,1,1,0,0.98,1,3,88171,1,2,116059,30,0
35,177974,2,2,1,1,0.8,4,12,109099,1,2,280301,60,0
26,43155,2,1,0,1,0.6,1,6,111488,1,0,355515,90,1
36,362637,1,4,0,4,0.91,6,4,108640,1,1,207880,60,1
21,345760,0,5,0,5,0.81,1,11,101909,1,1,357709,90,1
60,437801,2,4,2,2,0.97,5,8,12006,0,2,299228,60,0
31,295320,1,6,2,4,0.76,3,9,17956,0,2,272541,90,0
55,52235,0,3,2,1,0.92,6,15,18183,1,0,392595,180,0
48,436961,1,5,2,3,0.75,3,7,44228,0,2,190936,30,0
36,294807,1,10,3,7,0.81,5,11,191604,1,1,280351,90,0
42,361471,1,10,2,8,0.79,4,18,112338,1,1,429264,60,1
18,471884,3,6,0,6,0.89,3,0,33253,1,1,259422,60,1
62,322625,0,10,0,10,0.82,6,8,197467,0,0,205665,180,0
55,56064,3,5,2,3,0.59,0,13,82882,0,1,30576,60,1
51,200743,3,9,0,9,0.55,5,9,4326,1,0,126295,180,0
31,245326,0,2,2,0,0.81,7,18,14587,0,0,105542,30,0
43,169628,2,1,1,0,0.61,0,15,81982,1,1,172082,30,0
31,277503,0,7,2,5,0.81,3,14,95191,1,2,25189,60,0
37,496892,2,0,0,0,0.56,0,10,14831,1,0,180995,60,0
45,41835,3,9,1,8,0.62,5,20,145657,0,0,124473,30,0
56,462275,1,8,3,5,0.81,6,14,146486,0,1,354210,60,0
56,118554,3,1,0,1,0.79,0,7,166711,0,1,96573,30,1
20,417262,2,3,3,0,0.66,3,11,83992,0,1,246218,30,0
41,484119,2,4,2,2,0.91,3,7,77801,1,1,184025,60,0
43,211783,2,10,3,7,0.81,0,0,93983,0,1,364679,60,0
35,262867,0,6,1,5,0.57,4,16,50976,0,1,345706,60,0
31,252328,2,6,1,5,0.6,6,12,46980,0,2,111637,60,0
28,333091,0,1,1,0,0.65,4,10,60716,1,1,237527,60,0
24,227036,1,3,0,3,0.88,4,8,172940,1,0,116503,180,1
18,470887,3,10,3,7,0.76,4,18,71659,1,0,114622,30,0
20,410569,0,4,2,2,0.89,5,5,125648,1,0,490261,180,0
19,328576,3,9,0,9,0.72,3,18,173384,1,1,243178,30,1
46,328022,0,3,2,1,0.88,6,8,90166,1,2,472215,90,0
50,219990,2,0,0,0,0.62,6,15,142042,0,0,177728,30,1
39,442800,0,5,3,2,0.58,3,3,59173,1,0,399216,90,1
19,300632,2,5,0,5,0.85,3,14,101843,0,1,59566,30,1
44,206372,0,2,1,1,0.52,0,18,156004,0,0,197036,30,0
65,46420,2,0,0,0,0.75,4,16,163967,0,0,402072,60,1
59,177775,2,4,3,1,0.74,7,7,32467,1,0,198102,60,1
64,456250,1,10,3,7,0.52,4,4,73983,1,0,342599,30,0
23,178078,2,10,2,8,0.9,0,11,127263,1,2,416519,60,0
62,292581,3,6,1,5,0.88,2,20,150918,0,0,339325,90,0
49,292302,0,7,0,7,0.56,5,13,132788,1,1,241790,180,0
30,102099,0,10,0,10,0.95,0,8,79387,1,1,227001,180,1
42,299023,0,8,2,6,0.92,5,9,96802,1,2,239105,90,1
61,391133,2,10,0,10,0.97,6,17,73726,1,0,233355,30,1
21,165815,3,6,0,6,0.89,3,14,5043,1,0,386560,180,1
41,404762,3,1,1,0,0.59,3,5,139713,1,0,299626,180,0
32,494677,2,5,3,2,0.87,4,2,186787,0,2,353336,30,0
23,381560,2,6,3,3,0.5,4,20,56499,1,1,166366,60,0
27,279991,3,0,0,0,0.71,7,4,194619,0,1,262730,90,0
56,265829,1,9,2,7,0.92,3,8,107165,1,0,390191,30,1
56,238954,0,10,3,7,0.95,4,2,54576,1,1,42329,30,0
62,235099,0,8,2,6,0.84,2,5,9825,1,2,475803,180,0
25,222222,0,8,1,7,0.8,1,16,191456,0,0,448226,90,0
54,251506,2,6,3,3,0.93,7,8,137367,1,0,194008,90,0
39,118672,3,8,0,8,0.8,6,18,105591,1,0,145827,60,1
64,463833,0,7,1,6,0.72,7,2,117795,0,2,203093,180,0
36,268205,2,6,2,4,0.84,0,12,43608,0,0,425563,30,0
21,423931,3,7,1,6,0.83,3,15,72393,1,0,247114,180,0
39,462089,3,5,0,5,0.96,6,2,189802,0,2,162491,180,0
62,348173,2,9,3,6,0.64,6,12,102405,0,0,438828,30,0
43,109114,1,3,0,3,0.68,4,17,135642,0,1,221577,90,1
58,245029,3,1,0,1,0.59,1,14,54930,1,2,195840,180,0
28,397033,2,5,2,3,0.86,5,11,21097,1,1,481516,180,0
21,304900,1,10,2,8,0.95,2,5,23742,0,0,171912,60,0
37,295139,2,0,0,0,0.96,3,15,93970,1,2,492745,90,1
54,189699,3,2,2,0,0.89,3,15,163637,0,2,124718,30,0
45,29045,1,2,0,2,0.95,4,12,194267,0,0,112385,60,0
63,453835,1,2,1,1,0.73,2,10,163862,1,2,254143,60,1
27,194933,3,6,2,4,0.87,5,4,174373,1,1,92237,60,0
42,426578,3,5,1,4,0.52,1,19,36090,0,2,480471,180,0
41,368173,1,0,0,0,0.72,6,3,13536,1,0,393314,90,1
34,213464,3,2,0,2,1.0,0,16,182010,0,2,277072,60,0
51,389528,2,8,0,8,0.76,0,7,93036,0,0,93636,60,0
32,33005,2,0,0,0,0.75,7,8,91080,0,0,436809,90,0
55,334636,2,3,2,1,0.57,1,3,180517,1,2,170082,30,0
20,491032,1,5,0,5,0.89,2,13,168298,1,2,486732,180,1
50,309032,1,4,2,2,0.62,5,16,63592,0,2,382454,30,0
32,320989,1,0,0,0,0.56,0,6,23155,1,0,352377,90,0
41,243493,0,3,3,0,0.86,7,19,28287,1,1,431688,180,0
61,284347,0,10,2,8,0.59,4,1,64589,0,2,9766,30,0
48,147913,1,2,0,2,0.53,3,13,26722,0,0,450582,30,0
40,181385,0,3,3,0,0.87,3,18,758,0,0,137822,60,1
30,202211,0,6,0,6,0.65,7,5,115517,0,2,54515,90,0
59,175761,2,3,2,1,0.78,6,20,41767,0,2,31910,30,0
18,80756,1,8,1,7,0.65,5,18,31419,1,2,188371,180,0
57,241723,0,2,2,0,0.54,1,1,123025,1,1,195796,180,0
60,456371,0,10,2,8,0.79,4,9,13219,1,2,189361,60,0
28,158654,3,4,1,3,0.82,5,2,19317,0,0,388872,60,1
63,279276,3,1,1,0,0.53,2,7,17204,0,0,25545,30,1
32,103382,2,3,2,1,0.69,4,11,70693,0,2,73091,90,0
35,213716,2,1,1,0,0.97,2,4,185305,1,0,420626,30,0
31,23569,2,10,3,7,0.52,5,15,132191,1,2,44521,30,0
41,483888,2,6,2,4,0.53,4,12,130012,0,0,465425,60,0
58,208038,1,3,3,0,0.9,5,10,95633,0,1,393222,180,0
19,302960,1,7,0,7,0.78,7,0,98861,1,2,179871,90,1
62,458409,3,3,2,1,0.79,2,19,176965,1,0,476118,60,0
40,193704,1,5,1,4,0.85,3,9,165578,0,1,112464,90,0
63,227212,0,1,0,1,1.0,4,2,123233,0,1,122781,60,1
60,466541,3,3,1,2,0.55,7,15,93564,1,1,363300,60,0
21,250363,3,5,2,3,0.92,2,6,52528,0,1,27330,60,0
60,266341,2,5,0,5,0.68,4,13,148014,1,2,108278,30,0
49,252759,2,9,1,8,0.91,2,11,174931,1,2,472401,60,0
64,369867,0,7,0,7,0.93,2,7,73064,0,0,286251,180,0
62,141517,0,3,3,0,0.78,5,11,19620,1,2,246042,90,0
45,61587,3,9,0,9,0.81,3,15,10577,1,1,198359,60,1
65,228523,1,10,1,9,0.79,4,11,56097,0,0,455487,90,1
36,147650,2,4,2,2,0.61,5,13,177374,0,2,356598,60,0
21,61106,3,2,1,1,0.74,4,20,89968,1,2,90186,180,0
55,161334,2,1,0,1,0.86,3,11,113375,0,2,494029,90,1
38,40062,1,3,0,3,0.68,3,0,2640,1,0,216256,180,0
63,451360,3,1,1,0,0.65,2,11,151276,1,1,259940,180,1
27,179978,3,10,2,8,0.99,5,0,52056,1,0,423770,60,0
36,455012,0,0,0,0,0.77,1,15,54076,0,0,109556,30,0
19,161068,1,7,2,5,0.58,7,6,51951,0,1,367375,60,0
24,284524,2,9,2,7,0.68,7,1,59331,0,1,471388,60,0
36,359817,3,1,0,1,0.58,7,4,104455,1,2,446095,60,1
21,317175,3,10,0,10,0.53,5,3,195557,1,0,160648,30,0
45,59015,2,10,3,7,0.73,5,18,149407,1,2,137991,90,0
36,308617,3,4,0,4,0.52,1,3,99650,1,0,389813,60,1
36,215333,3,0,0,0,0.54,4,14,85315,0,2,381211,180,1
23,302190,1,10,1,9,0.96,2,11,87620,1,0,298505,180,0
30,44108,3,7,0,7,0.99,5,2,94373,1,1,162421,60,0
34,277562,1,3,1,2,0.87,5,3,181610,0,1,443893,60,1
54,456897,2,10,3,7,0.7,4,0,83667,0,0,228321,90,0
33,495805,3,4,3,1,0.55,6,13,4183,0,1,199866,90,1
41,470261,2,3,3,0,0.98,4,10,120386,0,2,238482,90,0
58,306202,3,6,2,4,0.72,0,12,133864,0,0,266046,30,0
62,279553,2,3,2,1,0.71,2,15,147977,0,2,71035,60,0
23,105098,2,2,0,2,0.92,7,8,141645,1,0,333075,30,1
39,186231,0,3,1,2,0.94,5,9,42840,1,0,124557,180,0
30,365600,2,1,0,1,0.74,0,4,184814,1,1,255030,90,1
21,120038,3,3,2,1,0.57,6,1,150283,0,1,263283,60,0
44,215436,0,10,0,10,0.73,0,20,174437,0,1,61602,180,0
25,299926,1,1,0,1,0.99,6,16,92343,1,2,490084,60,1
54,480177,2,7,2,5,0.89,6,10,95193,1,2,495647,90,1
32,345256,3,7,1,6,0.6,0,18,45179,0,2,159928,180,0
34,61044,1,2,1,1,0.98,4,5,104562,1,0,486752,90,0
44,171730,0,9,1,8,0.84,6,19,69699,0,1,441945,180,0
39,437854,0,0,0,0,0.8,4,9,40413,0,1,80611,30,1
47,54175,1,2,2,0,0.52,3,7,13770,0,2,41078,30,0
47,255355,0,7,1,6,0.7,3,10,121586,0,0,264135,180,1
36,119023,1,6,3,3,0.66,6,4,35640,0,0,150052,90,0
41,305202,2,5,2,3,0.88,7,2,143140,1,2,123927,90,1
63,401915,1,2,0,2,0.65,2,9,147476,1,1,128770,90,0
65,448562,1,4,1,3,0.63,2,0,185971,0,1,339869,90,1
26,118530,0,7,2,5,0.93,2,18,194562,0,0,383304,30,0
40,78666,3,1,0,1,0.9,2,20,40126,0,2,211709,90,0
27,314806,1,4,0,4,0.88,2,3,6270,0,2,371634,30,0
40,65192,1,0,0,0,0.96,7,3,172063,1,0,86434,90,1
23,448122,0,5,0,5,0.62,0,16,27760,0,0,432652,60,1
47,255700,3,7,3,4,0.61,1,14,44610,0,0,455020,60,1
20,360283,1,2,1,1,0.54,2,14,65263,1,1,130387,180,0
46,406673,0,6,0,6,0.91,5,2,65682,0,1,205411,30,0
59,140474,2,5,1,4,1.0,1,0,183112,0,1,31799,90,1
25,81477,2,5,2,3,0.64,3,20,135426,0,2,244497,60,0
36,281388,3,4,0,4,0.86,4,6,79916,0,2,432522,180,0
55,148920,2,6,1,5,0.68,1,18,136228,0,0,431595,90,0
55,301463,2,8,2,6,0.6,5,8,96196,1,1,296260,60,0
36,317891,1,7,2,5,0.51,2,7,112837,0,2,59269,90,0
26,327565,3,2,0,2,0.61,0,13,76052,1,2,438302,180,0
60,318362,3,5,2,3,0.86,3,19,91272,1,1,190482,90,0
47,429874,2,5,0,5,0.62,1,19,186763,0,0,38728,90,0
31,35053,0,7,0,7,0.52,3,16,97352,1,1,226200,30,0
45,78809,2,10,2,8,0.84,6,6,120579,1,2,312138,180,0
54,296659,3,8,1,7,0.67,0,4,42705,0,1,209143,60,0
31,263407,1,2,2,0,0.7,4,16,34912,1,2,419715,30,0
30,384238,3,2,1,1,0.91,2,20,44187,0,0,451374,30,0
39,310376,3,10,0,10,1.0,5,11,115480,0,2,450862,180,0
62,211880,2,9,1,8,0.7,1,15,168598,1,1,16762,90,0
35,100410,1,5,1,4,0.61,4,6,112382,1,2,344872,60,0
54,162655,0,4,2,2,0.7,1,7,25878,0,2,269493,60,0
33,415896,2,1,1,0,0.91,2,2,136562,0,2,140879,90,1
32,375265,0,10,1,9,0.87,1,10,197090,0,1,477907,30,0
25,478437,1,1,0,1,0.66,4,2,175299,1,1,127938,180,1
31,268958,1,6,2,4,0.52,3,14,162741,1,2,326703,60,0
52,201619,3,4,3,1,0.73,7,9,66793,1,0,214808,180,1
19,427247,1,5,0,5,0.68,1,20,18160,0,0,397387,90,0
18,166652,3,10,0,10,0.87,6,3,81929,1,2,450410,180,1
34,129235,2,3,1,2,0.69,3,15,127774,1,1,43290,60,0
41,30363,2,1,1,0,0.69,4,7,35353,1,0,152721,90,0
21,250972,1,2,0,2,0.94,6,13,141973,0,0,377827,30,1
63,144129,2,9,0,9,0.65,3,18,92759,0,0,295505,30,0
63,121856,3,3,2,1,0.74,7,18,181249,1,2,166463,60,1
63,461131,2,0,0,0,0.9,3,9,54423,1,0,107498,180,1
24,37282,1,7,0,7,0.67,2,12,80529,1,0,173551,180,0
63,353408,3,0,0,0,0.63,7,13,166849,0,0,408011,90,0
27,38923,1,9,3,6,0.94,3,17,61959,1,2,414133,30,0
54,84503,0,6,2,4,0.77,5,1,129896,0,1,331905,180,0
34,159911,2,4,2,2,0.75,5,11,138042,1,0,105708,90,0
64,259130,3,9,1,8,0.55,7,3,191803,1,0,455306,30,0
61,471767,0,8,3,5,0.55,1,6,59265,0,2,183130,30,0
59,322070,1,2,1,1,0.73,0,10,4186,0,2,442343,180,0
33,75353,1,5,3,2,0.53,4,7,77814,0,0,396759,180,0
61,49013,1,5,2,3,0.86,2,16,113334,0,2,58961,90,0
47,173425,3,5,2,3,0.53,2,15,163693,1,2,71781,60,0
57,481515,0,9,1,8,0.73,6,10,79700,0,1,399328,60,0
33,59438,2,7,3,4,0.97,3,8,165358,1,2,44336,30,0
39,440218,2,8,0,8,0.72,2,3,167481,0,0,176622,60,0
20,162076,3,9,3,6,0.7,2,3,144260,0,2,34389,30,0
26,266498,1,7,1,6,0.58,1,3,11226,1,1,123736,90,0
57,170094,3,5,2,3,0.99,0,18,23428,0,2,124538,30,0
32,35100,3,6,3,3,0.77,5,2,95675,0,2,65242,90,0
33,447051,0,9,3,6,0.97,2,12,178249,0,2,254706,180,0
60,116236,0,3,0,3,0.77,7,2,84344,0,0,112354,90,1
62,170545,3,1,1,0,0.53,5,2,113004,0,0,427770,30,1
45,143107,0,7,0,7,0.77,4,4,59542,0,2,399422,180,0
38,251505,3,0,0,0,0.62,1,12,159724,1,1,170438,90,0
45,153229,1,7,1,6,0.61,3,4,42455,0,0,84199,60,0
36,419700,3,6,3,3,0.65,5,4,120057,0,1,422539,60,0
56,452648,1,1,0,1,0.65,5,1,9553,1,2,45511,180,0
65,380645,2,2,1,1,0.7,5,20,71803,1,1,496501,60,0
63,256342,2,6,1,5,0.56,4,17,126209,0,2,357456,180,0
62,372524,0,6,1,5,0.81,1,9,60909,0,1,46634,60,0
26,336876,1,2,2,0,0.67,7,12,6199,0,2,68539,30,0
65,125785,3,7,0,7,0.58,4,3,94743,1,0,251459,30,0
36,399553,3,2,0,2,0.92,6,9,38592,0,0,284304,180,0
50,332653,0,4,1,3,0.54,4,7,14887,1,2,296251,90,0
50,461755,1,10,0,10,0.7,2,20,115173,1,1,357929,60,1
30,121652,1,1,1,0,0.7,5,16,9687,1,1,230461,180,0
47,80232,0,9,0,9,0.58,6,6,100017,0,1,452414,60,1
31,306810,2,5,0,5,0.94,1,6,111362,0,2,498389,180,0
56,165279,2,7,1,6,0.53,6,15,150571,0,2,377088,180,0
35,248576,1,2,2,0,0.79,1,17,166109,1,1,26162,90,0
47,403066,0,4,0,4,0.8,4,19,37298,0,2,24922,60,0
30,257646,3,8,1,7,0.92,4,19,163934,0,2,119298,90,0
55,266794,3,1,1,0,0.52,7,6,97116,0,0,339689,90,1
26,459002,0,7,1,6,0.9,7,9,118189,1,2,69412,30,0
54,155442,2,1,1,0,0.56,6,8,82832,1,0,226567,30,0
23,418905,0,3,0,3,0.95,1,0,50147,0,0,353356,90,0
28,296506,3,1,0,1,0.89,2,16,12553,1,0,257456,180,1
28,386380,2,3,2,1,0.72,1,12,138817,0,0,7313,90,1
48,113341,0,3,2,1,0.52,2,13,48380,1,2,306711,90,1
26,459561,0,8,2,6,0.71,0,3,33607,1,1,496853,30,0
64,262517,2,8,3,5,0.88,3,3,161633,0,1,363930,30,0
23,86166,3,0,0,0,0.88,1,6,106831,1,2,389663,180,1
52,369415,3,5,1,4,0.97,6,17,92740,0,2,165705,180,0
50,71379,0,7,0,7,0.51,4,0,57784,1,0,209262,180,0
18,313065,2,2,2,0,0.84,2,11,11002,1,0,42622,180,0
24,201093,1,2,0,2,0.96,4,10,132819,1,0,111684,180,1
49,79591,1,9,0,9,0.94,1,15,125529,0,2,70929,30,1
29,149186,0,9,3,6,0.98,5,15,144267,0,0,284220,30,1
59,59625,1,10,2,8,0.99,4,14,184571,0,2,304384,30,0
32,49108,0,4,3,1,0.68,4,14,94828,1,2,393175,90,0
38,472101,0,7,0,7,0.58,5,5,80027,0,0,128450,30,1
50,42675,0,8,2,6,0.92,3,4,138549,1,2,493144,30,1
59,223679,1,1,1,0,0.98,3,5,9768,0,1,351949,30,1
31,238413,0,8,0,8,0.61,4,2,126195,1,2,199429,180,0
25,452532,2,8,0,8,0.81,4,6,34760,0,2,354821,180,0
43,60690,0,9,1,8,0.71,1,8,21099,0,0,265631,30,0
30,308747,0,6,3,3,0.98,0,16,77866,1,0,444640,90,0
32,324365,2,4,2,2,0.56,6,4,50639,1,2,61537,30,0
48,315320,2,3,2,1,0.81,0,12,6643,0,0,487355,30,1
31,413848,0,8,2,6,0.6,1,15,61399,1,1,479967,90,0
37,99551,1,8,1,7,0.85,7,14,88070,0,2,47466,90,0
36,408907,1,9,0,9,0.63,1,15,177506,0,1,113348,90,0
45,43160,2,4,3,1,0.66,0,5,50869,0,1,422780,180,0
49,226500,0,1,0,1,0.67,6,13,24866,0,1,448195,60,1
24,462996,2,7,1,6,0.67,3,5,180393,1,1,481018,180,0
64,63538,3,5,0,5,0.9,7,0,93104,1,2,473908,90,1
